text
"ecole: apidon academy of science [aas] | faculté ou ufr: aas aas | nom de la filière: assistance de direction bilingue specialise | liste des séries autorisées: a4, a5, g1, g2, bs, bc, tvc | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte g1: aucune contrainte g2: aucune contrainte bs: aucune contrainte bc: aucune contrainte tvc: aucune contrainte | nombre total de place: non spécifié | conditions particulières: non spécifié | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: centre universitaire de dori [cud] | faculté ou ufr: cu/dori cu/dori | nom de la filière: lettres modernes | liste des séries autorisées: a4, a5, d, g1, g2 | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte g1: note_fra>=12 g2: note_fra>=12 | nombre total de place: 90 | conditions particulières: être titulaire du baccalauréat série, a, d, g1et g2 | matières dominantes: linguistique générale, techniques de l’expression écrite, grammaire du français, littérature africaine francophone, cultures et civilisations africaines | matières importantes de la terminale: linguistique générale, techniques de l’expression écrite, grammaire du français, littérature africaine francophone, cultures et civilisations africaines | niveau de sortie: licence | débouchés: professeur de français des lycées et collèges (cap c.g; capes) ; journalisme (istic) ; certains concours de l'enam ; correcteur presse écrite ; communicateur ; organismes internationaux (organisation internationale de la francophonie (oif), une sco, etc.,) master en : critique littéraire, grammaire, littérature orale et écrite, art du spectacle, sémiotique. auto emploi | informations complémentaires: les cours se dérouleront sur le site du cu localisé dans l'enceinte de l'enep de dori. mines mines centre universitaire de dori cud"
"ecole: centre universitaire de dori [cud] | faculté ou ufr: cu/dori cu/dori | nom de la filière: mines | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: non spécifié | conditions particulières: être titulaire d’un baccalauréat série c ou d ou équivalent | matières dominantes: mathématiques générales, physique générale, physique appliquée, mathématiques appliquées, topographie | matières importantes de la terminale: mathématiques générales, physique générale, physique appliquée, mathématiques appliquées, topographie | niveau de sortie: licence | débouchés: créer leurs propres entreprises ; gérer une exploitation minière ; conseiller dans le domaine minier ; trouver de l’emploi dans les structures privées ;(ong, chambre de mine, cabinets d’expertises privées, etc.) ; structure publique (ministère de s mines et ses démembrements) ; possibilité de poursuivre en master après la licence. | informations complémentaires: les cours se dérouleront sur le site du cu logé dans l'enceinte de l'enep de dori. production et sante animales elevagecentre universitaire de dori cud"
"ecole: centre universitaire de dori [cud] | faculté ou ufr: cu/dori cu/dori | nom de la filière: production et sante animales | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: non spécifié | conditions particulières: être titulaire d’un baccalauréat série c ou d ou tout autre diplôme équivalent | matières dominantes: géodynamique interne minéraux et roches mathématiques générales physique chimie biologie cellulaire | matières importantes de la terminale: géodynamique interne minéraux et roches mathématiques générales physique chimie biologie cellulaire | niveau de sortie: licence | débouchés: créer leurs propres entreprises gérer une exploitation en élevage former ou encadrer dans le domaine de la zootechnie et santé animale conseiller dans le domaine d’élevage trouver de l’emploi dans les structures privées ;(ong, coopératives, chamb re d’élevage, organisations paysannes, cabinets d’expertises privées, etc.) structure publique (ministère en charge de l’élevage et de ses démembrements) poursuivre leur formation master | informations complémentaires: les cours se dérouleront sur le site du cu logé dans l'enceinte de l'enep de dori sciences de l'homme et de la societe sociologie centre universitaire de dori cud"
"ecole: centre universitaire de dori [cud] | faculté ou ufr: cu/dori cu/dori | nom de la filière: sciences de l'homme et de la societe | liste des séries autorisées: a4, a5, d | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte | nombre total de place: 90 | conditions particulières: être titulaire du baccalauréat séries a, d ou équivalent. | matières dominantes: introduction aux sciences sociales, vocabulaire et concepts fondamentaux de sociologie, maths et statistiques appliquées aux sciences sociales changement social | matières importantes de la terminale: introduction aux sciences sociales, vocabulaire et concepts fondamentaux de sociologie, maths et statistiques appliquées aux sciences sociales changement social | niveau de sortie: licence | débouchés: enseignement et recherche ; administration publique ; administration territoriale, les organismes non gouvernementaux (chef de projet, responsable de suivi évaluation) ; monde associatif et entreprises ; communication et coopération au développem ent ; organisations internationales et la consultation ; auto emploi à travers la création de bureaux d’études master en : politique, communication, environnement, santé communautaire, etc. | informations complémentaires: les cours se dérouleront sur le site du cu logé dans l'enceinte de l'enep de dori. sciences economiques et de gestion economie centre universitaire de dori cud"
"ecole: centre universitaire de dori [cud] | faculté ou ufr: non spécifié | nom de la filière: sciences economiques et de gestion | liste des séries autorisées: c, d, g2 | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte g2: aucune contrainte | nombre total de place: 90 | conditions particulières: avoir le bac d, c et g2 | matières dominantes: mathématiques générales, statistique descriptive, microéconomie, macroéconomie, probabilité | matières importantes de la terminale: mathématiques générales, statistique descriptive, microéconomie, macroéconomie, probabilité | niveau de sortie: licence | débouchés: possibilité d’inscription en l3 / économie ou gestion si la l2 validée ; possibilité d’inscription en master/économie si la l3 validée avec une bonne mention et selon les places disponibles ; cadre dans une cellule de développement rural ou environne mental ou agricole expert ou conseiller des politiques environnementales ou agricoles ; manager d’équipe dans les actions communes de développement rural ou de protection de l’environnement ; possibilité d’exercer une profession libérale ; cadre da ns une cellule macroéconomique ou de planification ; expert ou conseiller des politiques macroéconomique et/ou de planification ; expert ou conseiller des politiques d’analyse des stratégies opérationnelles en relation avec les mutations de l’environne ment ; gestionnaires des pme/pmi (directeur général, chef de service, chef de projet, etc.) ; agents d’encadrement de la fonction publique et dans les ong ; coordonnateur des microprojets dans les ong ; responsable comptable et financier ; gestio nnaire des ressources humaines ; agent de la fonction publique catégorie a, b ; cadre supérieur en analyse économique dans les institutions nationales et internationales, secteurs privés, publics et ong ; cadre supérieur en analyse économique sur les questions macroéconomiques ou de planification dans les institutions nationales et internationales, secteurs privés, publics et ong ; intégrer des services d’études de gestion, économiques, des administrations centrales, locales, de sécurité sociales, e t de conjoncture des banques et des grandes entreprises, les institutions africaines (commission uemoa, cedeao, ua, banques centrales, bad, boad etc.) et internationales (fmi, banque mondiale ; cadre supérieur en analyse et suivi évaluation des politique s agricoles et alimentaires dans les institutions nationales et internationales, secteurs privés, publics et ong ; cadre supérieur en dans les entreprises d’économie sociale et solidaires ; cadre supérieur en comptabilité et contrôle dans les institutions nationales et internationales, secteurs privés, publics et ong et surtout bancaires ; auto emploi ; possibili té de faire des études doctorales après le master | informations complémentaires: s les cours se dérouleront sur le site du cu logé dans l'enceinte de l'enep de dori."
"ecole: centre universitaire de gaoua [cup g] | faculté ou ufr: cup/gaoua cup/gaoua | nom de la filière: geographie | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 135 | conditions particulières: être titulaire d’un bac série d ou c avoir un intérêt pour l’environnement ou l’aménagement du territoire ; système d’information géographique et télédétection | matières dominantes: mathématiques, statistiques, physique, environnement, aménagement du territoire, système d’information géographique et télédétection | matières importantes de la terminale: mathématiques, statistiques, physique, environnement, aménagement du territoire, système d’information géographique et télédétection | débouchés: auto emploi bureaux d’études ong et associations ministères en charge de l’agriculture, de l’élevage, des ressources halieutiques, de l’environnement, de l’eau, de l’assainissement, de l’administration territoriale, de la sécurité de l’énergie, du transport, de la culture et tourisme. conseils régionaux et mairies organismes régionaux et internationaux de développement ; ong et associations agences d’urbanisme etablissements publics et privés d’enseignement | informations complémentaires: s trois spécialités sont prévues pour la licence professionnelle en géographie : aménagement du territoire et développement local ; gestion des ressources naturelles et environnement ; système d’information géographique. la licence professionnelle en géographie prépare aux métiers de l'aménagement, du développement territorial et de la gestion de l'environnement, des systèmes d’information géographique et télédétection et aux métiers de l'enseignement secondaire. pour informations complémentaires, conta cter le cug sis à l’ecole nationale des enseignants du primaire (enep) de gaoua ou téléphoner au (00226) 70286635 / 75609914 / 70312827 / 63760099 / 70730537 geographie appliquee ga centre universitaire de gaoua cup g"
"ecole: centre universitaire de gaoua [cup g] | faculté ou ufr: cup/gaoua cup/gaoua | nom de la filière: geographie appliquee | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 40 | informations complémentaires: gestion du patrimoine culturel et touristique gpct centre universitaire de gaoua cup g"
"ecole: centre universitaire de gaoua [cup g] | faculté ou ufr: cup/gaoua cup/gaoua | nom de la filière: gestion du patrimoine culturel et touristique | liste des séries autorisées: a4, a5, d | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte | nombre total de place: 90 | conditions particulières: être titulaire d’un bac série a ou d ou tout diplôme équivalent avoir un intérêt pour la valorisation du patrimoine culturel et du tourisme | matières dominantes: initiation au patrimoine culturel, initiation au tourisme, histoire du burkina faso, préhistoire et cultures matérielles, géographie du burkina faso, initiation à l’histoire de l’art, tradition orale et transmission, initiation à l'anthropo logie culturelle, médiation culturelle et touristique, muséologie et construction de la mémoire, economie de la culture et du tourisme, sociologie et anthropologie du tourisme, etc. | matières importantes de la terminale: initiation au patrimoine culturel, initiation au tourisme, histoire du burkina faso, préhistoire et cultures matérielles, géographie du burkina faso, initiation à l’histoire de l’art, tradition orale et transmission, initiation à l'anthropo logie culturelle, médiation culturelle et touristique, muséologie et construction de la mémoire, economie de la culture et du tourisme, sociologie et anthropologie du tourisme, etc. | débouchés: auto emploi bureaux d’études petites et moyennes entreprises musées, ranchs, parcs, etc. agences de tourisme agences hôtelières / de voyages ong, projets et associations ministère en charge de la culture et du tourisme conseils régionaux et mairies | informations complémentaires: s la licence professionnelle en gestion du patrimoine culturel et touristique (gpct) comporte les deux spécialités suivantes : 1 management du patrimoine culturel ; 2 management du tourisme. la licence professionnelle en gpct prépare aux métiers d’entreprene ur culturel, de médiation culturelle, de muséologue, d’administration générale, d’expert en études d’impact culturel et archéologique, d’expert en tourisme, de management touristique, d’animateur culturel et touristique, de conseiller culturel au niveau des collectivités territoriales, d’administrateur touristique et de l’enseignement secondaire. pour informations complémentaires, contacter le cug sis à l’ecole nationale des enseignants du primaire (enep) de gaoua ou téléphoner au (00226) 70286635 / 7560991 4 / 70312827 / 63760099 / 70730537 sciences biologiques appliquées sba centre universitaire de gaoua cup g"
"ecole: centre universitaire de gaoua [cup g] | faculté ou ufr: non spécifié | nom de la filière: sciences biologiques appliquées | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 90 | conditions particulières: être titulaire d’un bac d ou c ou tout diplôme équivalent avoir un intérêt pour le développement rural, les sciences agronomiques et environnementales. | matières dominantes: biologie, mathématiques, physique chimie, géologie | matières importantes de la terminale: biologie, mathématiques, physique chimie, géologie | niveau de sortie: non spécifié | débouchés: auto emploi petites et moyennes entreprises (pme) petites et moyennes industries (pmi) ong et associations bureaux d’études ministères en charge de l’agriculture, de l’élevage, des ressources halieutiques et de l’environnement | informations complémentaires: s la licence professionnelle en sciences biologiques appliquées (sba) comporte six (o6) spécialités à savoir : 1 agroalimentaire 2 apiculture (production du miel) 3 aviculture (élevage de la volaille) 4 horticulture et plantes à tubercules (cultures maraîchè res et fruitières, production des tubercules et racines) 5 gestion de la faune et des aires protégées 6 sciences halieutiques (pisciculture, aquaculture). cette licence professionnelle prépare aux métiers d’entrepreneurs agricoles, de la transformation des produits agricoles, halieutiques et forestiers, de la production du miel et sous produits, de l’élevage des poulets locaux, de la production maraîchère et fruitière, de la production des poissons, de l’aquaculture, de la gestion des aires protégées et de la faune sauvage. les diplômes peuvent également travailler dans l’administration publique ou privée, comme spécialistes en production horticole, en pisciculture/aquaculture, en aviculture, en apiculture, en management de la faune, en gestion des aires pro tégées, etc. pour informations complémentaires, contacter le cug sis à l’ecole nationale des enseignants du primaire (enep) de gaoua ou téléphoner au (00226) 70286635 / 75609914 / 70312827 / 63760099 / 70730537"
"ecole: centre universitaire de tenkodogo [cu t] | faculté ou ufr: cu/tenkodogo cu/tenkodogo | nom de la filière: agronomie production et santé animale aquaculture | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 135 | conditions particulières: être titulaire d’un baccalauréat série c ou d ou tout autre diplôme équivalent | niveau de sortie: licence | débouchés: créer leurs propres entreprises gérer une exploitation en agronomie former ou encadrer dans le domaine de l’agronomie conseiller dans le domaine de l’agronomie trouver de l’emploi dans les structures privées ; ong, coopératives, chambre agricultu re, organisations paysannes, cabinets d’expertises privées, etc., structures publiques (ministères de l’agriculture, de l’élevage, de l’environnement, de la recherche, de la décentralisation (collectivités locales) et de leurs démembrements) | informations complémentaires: les cours se dérouleront sur le site du cu logé au sein de l'enep de tenkodogo. socio anthropologie sociologie centre universitaire de tenkodogo cu t"
"ecole: centre universitaire de tenkodogo [cu t] | faculté ou ufr: non spécifié | nom de la filière: socio anthropologie | liste des séries autorisées: a4, a5, d, g2, h | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte g2: note_fra>=12 h: note_fra>=12 | nombre total de place: 225 | conditions particulières: être titulaire du bac série d, a, ou équivalent. | matières dominantes: introduction aux sciences sociales, vocabulaire et concepts fondamentaux de sociologie, maths et statistiques appliquées aux sciences sociales, changement social | matières importantes de la terminale: introduction aux sciences sociales, vocabulaire et concepts fondamentaux de sociologie, maths et statistiques appliquées aux sciences sociales, changement social | niveau de sortie: licence | débouchés: possibilité de s’inscrire en master; enseignement et recherche; administrations publiques (gestion du personnel, aide à la prise de décisions politique, économique et sociale); organisations (coopération au développement, aide humanitaire); ong ( gestion de la mobilité, des flux migratoire); syndicats (vie associative et culturelle, mouvements sociaux); consultance pour un cabinet ministériel ou privé; gestion d’une agence de sondages, enquêtes d’opinion et services marketing. | informations complémentaires: les cours se dérouleront sur le site du cu logé au sein de l'enep de tenkodogo."
"ecole: centre universitaire manga [cu_manga] | faculté ou ufr: cu manga cu_manga | nom de la filière: agro sylvopastoral | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 90 | conditions particulières: sur orientation | niveau de sortie: licence | débouchés: agriculteur, agro business, élevage, halieutique, gestion de ferme, | informations complémentaires: socio anthropologie philosophie psychologie sapp centre universitaire manga cu_manga"
"ecole: centre universitaire manga [cu_manga] | faculté ou ufr: non spécifié | nom de la filière: socio anthropologie philosophie psychologie | liste des séries autorisées: a4, a5, d, g1, g2, h | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte g1: note_fra>=12 and note_philo>=12 g2: note_fra>=12 and note_philo>=12 h: aucune contrainte | nombre total de place: 270 | conditions particulières: sur orientation | niveau de sortie: licence (en socio anthropologie, en philosophie) | débouchés: enseignement et recherche, cabinets d’études, ong et projets, médias et monde de la culture, administration publique, action social, monde associatif assurance, banque, marketing, concours de la fonction publique, | informations complémentaires: avec possibilité de continuer en master de psychologie et de philosophie"
"ecole: centre universitaire polytechnique de kaya [cup k] | faculté ou ufr: ufr/st ufr/st | nom de la filière: comptabilité contrôle et audit (cca) | liste des séries autorisées: d, g1, g2, bs, bc, tvc | contraintes d'éligibilité: non spécifié | nombre total de place: non spécifié | conditions particulières: intégration par test | débouchés: non spécifié | informations complémentaires: ufr/st (ufr/st) licence de statistique et informatique appliquée à l'economie (lsie) lsie centre universitaire polytechnique de kaya cup k"
"ecole: centre universitaire polytechnique de kaya [cup k] | faculté ou ufr: ufr/st ufr/st | nom de la filière: licence de statistique et informatique appliquée à l'economie (lsie) | liste des séries autorisées: c, d, h, e | contraintes d'éligibilité: non spécifié | nombre total de place: non spécifié | conditions particulières: intégration par test | matières dominantes: maths, français, anglais | matières importantes de la terminale: maths, français, anglais | niveau de sortie: licence 3 | débouchés: banque, finance, assurance, modélisation financière et économétrie, etc... | informations complémentaires: maths physique chimie informatique (mpci) mpci centre universitaire polytechnique de kaya cup k"
"ecole: centre universitaire polytechnique de kaya [cup k] | faculté ou ufr: ufr/st ufr/st | nom de la filière: maths physique chimie informatique (mpci) | liste des séries autorisées: c, d, e, f1, f2, f3, f4, h | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte e: aucune contrainte f1: aucune contrainte f2: aucune contrainte f3: aucune contrainte f4: aucune contrainte h: aucune contrainte | nombre total de place: 135 | conditions particulières: sur orientation | matières dominantes: mathématiques, physiques, chimie et informatique | matières importantes de la terminale: mathématiques, physiques, chimie et informatique | niveau de sortie: licence 3 | débouchés: enseignement /recherche, technicien supérieur en technologies solaires, spécialiste des produits, vente et installation de systèmes solaires dans les sociétés de génie civil de btp, d’électricité, dans les ong, télécommunications, informaticien, laborantin , actuaire, statisticien, … | informations complémentaires: avec possibilité de poursuivre en master et doctorat (ailleurs) psychologie sociologie intervention psycho sociale 2pip centre universitaire polytechnique de kaya cup k"
"ecole: centre universitaire polytechnique de kaya [cup k] | faculté ou ufr: non spécifié | nom de la filière: psychologie sociologie intervention psycho sociale | liste des séries autorisées: a4, a5, d | contraintes d'éligibilité: a4: note_math>=12 a5: note_math>=12 d: aucune contrainte | nombre total de place: 108 | niveau de sortie: non spécifié | informations complémentaires: non spécifié"
"ecole: centre universitaire ziniare [cu_ziniare] | faculté ou ufr: cu ziniare cu_ziniare | nom de la filière: licence professionnelle en agroéconomie | liste des séries autorisées: c, d, e, agri | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: non spécifié | conditions particulières: sur orientation | niveau de sortie: licence 3 | informations complémentaires: licence professionnelle en aménagement et développement durable du territoire lp/addt centre universitaire ziniare cu_ziniare"
"ecole: centre universitaire ziniare [cu_ziniare] | faculté ou ufr: cu ziniare cu_ziniare | nom de la filière: licence professionnelle en aménagement et développement durable du territoire | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 117 | niveau de sortie: non spécifié | informations complémentaires: licence professionnelle en production et sante animales lp/psa centre universitaire ziniare cu_ziniare"
"ecole: centre universitaire ziniare [cu_ziniare] | faculté ou ufr: cu ziniare cu_ziniare | nom de la filière: licence professionnelle en production et sante animales | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 90 | informations complémentaires: licence professionnelle en production végétale et agronomie lp/pva centre universitaire ziniare cu_ziniare"
"ecole: centre universitaire ziniare [cu_ziniare] | faculté ou ufr: non spécifié | nom de la filière: licence professionnelle en production végétale et agronomie | liste des séries autorisées: c, d | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte | nombre total de place: 90 | matières importantes de la terminale: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: banque micro finance | liste des séries autorisées: a4, a5, d, g1, g2, bc, tvc | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte d: aucune contrainte g1: aucune contrainte g2: aucune contrainte bc: aucune contrainte tvc: aucune contrainte | nombre total de place: non spécifié | conditions particulières: banque – assurance ba centre d’etude et de recherche panafricain en management pour le developpement cerpamad | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: banque – assurance | liste des séries autorisées: a4, d, f1, g1, bc | contraintes d'éligibilité: a4: aucune contrainte d: aucune contrainte f1: aucune contrainte g1: aucune contrainte bc: aucune contrainte | nombre total de place: non spécifié | conditions particulières: non spécifié | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: commerce international | liste des séries autorisées: a4, d, g1, g2, bs, bc, tvc | contraintes d'éligibilité: a4: aucune contrainte d: aucune contrainte g1: aucune contrainte g2: aucune contrainte bs: aucune contrainte bc: aucune contrainte tvc: aucune contrainte | nombre total de place: non spécifié | conditions particulières: non spécifié | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: fiscalité appliquée | liste des séries autorisées: c, d, g1, g2, bs, bc | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte g1: aucune contrainte g2: aucune contrainte bs: aucune contrainte bc: aucune contrainte | nombre total de place: non spécifié | matières dominantes: marketing et communication mc centre d’etude et de recherche panafricain en management pour le developpement cerpamad | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: marketing et communication | liste des séries autorisées: a4, a5, g1, g2, bs, bc, tvc, aa | contraintes d'éligibilité: a4: aucune contrainte a5: aucune contrainte g1: aucune contrainte g2: aucune contrainte bs: aucune contrainte bc: aucune contrainte tvc: aucune contrainte aa: aucune contrainte | nombre total de place: non spécifié | conditions particulières: non spécifié | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
"ecole: cerpamad | faculté ou ufr: cerpamad cerpamad | nom de la filière: réseau informatique et télécommunication | liste des séries autorisées: c, d, e, f1, f2, f3, h | contraintes d'éligibilité: c: aucune contrainte d: aucune contrainte e: aucune contrainte f1: aucune contrainte f2: aucune contrainte f3: aucune contrainte h: aucune contrainte | nombre total de place: non spécifié | conditions particulières: non spécifié | matières dominantes: non spécifié | matières importantes de la terminale: non spécifié | niveau de sortie: non spécifié | débouchés: non spécifié | informations complémentaires: non spécifié"
